fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2024-11-27,B228,"PALMA, PUERTO",BALEARES,3,17.6,0.0,14.6,23:59:00,20.6,14:00:00,34,0.8,3.6,00:10,3.5,1025.5,22:00:00,1021.5,,81.0,91.0,23:10:00,66.0,14:00:00
2024-11-28,B228,"PALMA, PUERTO",BALEARES,3,16.6,0.0,12.2,07:00:00,21.1,14:00:00,19,0.8,5.0,13:20,8.1,1026.6,10:00:00,1024.2,14:00:00,74.0,93.0,02:40:00,46.0,14:20:00
2024-11-29,B228,"PALMA, PUERTO",BALEARES,3,16.9,0.0,12.6,03:50:00,21.2,12:20:00,20,0.8,6.4,11:40,8.1,1025.1,00:00:00,1022.4,15:00:00,81.0,97.0,07:00:00,61.0,12:10:00
2024-11-30,B228,"PALMA, PUERTO",BALEARES,3,16.8,0.0,13.1,03:10:00,20.4,14:00:00,21,0.6,3.9,13:20,8.2,1027.3,10:00:00,1024.6,00:00:00,79.0,92.0,01:50:00,62.0,12:30:00
2024-12-01,B228,"PALMA, PUERTO",BALEARES,3,16.8,0.0,12.8,23:20:00,20.9,13:10:00,22,0.8,3.9,15:20,4.1,1025.7,10:00:00,1023.3,16:00:00,76.0,93.0,23:30:00,54.0,12:50:00
2024-12-02,B228,"PALMA, PUERTO",BALEARES,3,16.4,0.5,12.2,04:10:00,20.6,12:10:00,21,1.4,6.9,12:00,2.9,1023.4,00:00:00,1020.2,15:00:00,84.0,97.0,04:30:00,68.0,12:10:00
2024-12-03,B228,"PALMA, PUERTO",BALEARES,3,17.6,1.4,14.1,00:50:00,21.0,13:40:00,99,1.4,4.4,Varias,6.0,1021.3,10:00:00,1017.1,,74.0,90.0,07:00:00,57.0,18:10:00
2024-12-04,B228,"PALMA, PUERTO",BALEARES,3,13.5,2.6,10.8,21:50:00,16.2,13:00:00,36,2.2,10.8,13:40,4.3,1025.4,22:00:00,1015.4,05:00:00,66.0,92.0,08:00:00,48.0,14:10:00
2024-12-05,B228,"PALMA, PUERTO",BALEARES,3,14.6,0.0,10.7,00:10:00,18.6,12:10:00,34,1.1,10.0,09:40,8.5,1026.0,20:00:00,1023.7,07:00:00,66.0,89.0,00:10:00,44.0,13:40:00
2024-12-06,B228,"PALMA, PUERTO",BALEARES,3,16.2,0.0,10.4,01:20:00,21.9,12:30:00,32,1.7,9.2,13:50,2.8,1025.7,00:00:00,1020.5,14:00:00,69.0,87.0,,50.0,12:20:00
2024-12-07,B228,"PALMA, PUERTO",BALEARES,3,17.5,0.0,12.9,06:30:00,22.1,12:20:00,34,1.7,17.8,23:10,6.6,1022.4,00:00:00,1013.8,14:00:00,65.0,95.0,06:30:00,31.0,20:10:00
2024-12-08,B228,"PALMA, PUERTO",BALEARES,3,12.8,2.3,10.9,22:40:00,14.6,11:00:00,32,2.8,18.6,01:20,6.7,1015.7,03:00:00,1011.0,16:00:00,50.0,79.0,22:40:00,43.0,00:00:00
2024-12-09,B228,"PALMA, PUERTO",BALEARES,3,12.7,0.3,8.9,21:50:00,16.5,13:10:00,34,1.1,8.6,03:10,6.6,1014.2,,1010.0,04:00:00,64.0,80.0,03:40:00,46.0,13:20:00
2024-12-10,B228,"PALMA, PUERTO",BALEARES,3,11.0,0.2,7.8,04:20:00,14.2,12:20:00,04,1.4,7.2,15:10,3.8,1018.5,22:00:00,1014.0,02:00:00,67.0,83.0,04:10:00,57.0,12:20:00
2024-12-11,B228,"PALMA, PUERTO",BALEARES,3,11.8,9.1,7.7,06:00:00,16.0,14:20:00,10,0.6,6.1,15:50,3.9,1018.8,10:00:00,1017.1,15:00:00,72.0,88.0,05:50:00,50.0,14:20:00
2024-12-12,B228,"PALMA, PUERTO",BALEARES,3,13.6,3.3,10.7,06:30:00,16.5,15:00:00,26,1.1,8.3,04:40,3.5,1019.8,10:00:00,1017.1,15:00:00,77.0,94.0,07:40:00,58.0,14:10:00
2024-12-13,B228,"PALMA, PUERTO",BALEARES,3,13.4,0.1,8.7,06:40:00,18.2,12:20:00,22,1.1,6.4,13:10,8.3,1025.3,23:00:00,1018.3,02:00:00,78.0,94.0,06:40:00,57.0,13:50:00
2024-12-14,B228,"PALMA, PUERTO",BALEARES,3,13.4,0.0,9.2,07:10:00,17.6,10:10:00,29,1.1,8.3,23:20,7.8,1028.3,,1024.7,05:00:00,68.0,96.0,07:10:00,48.0,10:00:00
2024-12-15,B228,"PALMA, PUERTO",BALEARES,3,14.0,0.0,10.1,23:59:00,18.0,12:10:00,08,0.8,6.9,15:30,5.7,1036.7,,1027.6,04:00:00,67.0,86.0,23:50:00,49.0,14:20:00
2024-12-16,B228,"PALMA, PUERTO",BALEARES,3,13.0,0.0,8.5,05:40:00,17.4,13:10:00,18,1.1,4.7,14:10,7.1,1039.5,09:00:00,1036.4,01:00:00,73.0,92.0,23:40:00,55.0,13:00:00
2024-12-17,B228,"PALMA, PUERTO",BALEARES,3,12.3,0.0,8.8,04:00:00,15.8,13:10:00,19,0.8,6.4,19:20,0.3,1036.9,00:00:00,1030.4,,72.0,92.0,03:50:00,59.0,13:20:00
2024-12-18,B228,"PALMA, PUERTO",BALEARES,3,14.6,0.0,10.5,06:30:00,18.8,13:50:00,20,0.8,6.4,13:00,8.8,1030.4,00:00:00,1023.6,,82.0,95.0,,63.0,13:40:00
2024-12-19,B228,"PALMA, PUERTO",BALEARES,3,16.6,0.0,12.4,01:00:00,20.8,12:10:00,35,2.5,16.7,22:40,0.6,1023.6,00:00:00,1015.4,14:00:00,55.0,99.0,01:20:00,42.0,
2024-12-20,B228,"PALMA, PUERTO",BALEARES,3,13.3,0.0,10.0,23:00:00,16.6,14:50:00,33,1.4,6.1,00:10,7.9,1027.0,,1020.5,00:00:00,61.0,80.0,22:20:00,48.0,14:50:00
2024-12-21,B228,"PALMA, PUERTO",BALEARES,3,12.6,0.0,8.8,06:20:00,16.5,11:10:00,99,0.8,5.0,Varias,7.3,1029.5,10:00:00,1026.5,01:00:00,70.0,87.0,06:20:00,50.0,12:20:00
2024-12-22,B228,"PALMA, PUERTO",BALEARES,3,15.4,3.4,11.4,00:00:00,19.4,20:40:00,33,1.7,23.6,22:40,7.8,1027.6,00:00:00,1013.7,23:00:00,66.0,78.0,07:20:00,35.0,20:40:00
2024-12-23,B228,"PALMA, PUERTO",BALEARES,3,13.8,0.1,10.6,23:59:00,17.1,00:00:00,32,1.7,14.4,00:20,7.9,1023.9,23:00:00,1017.3,00:00:00,64.0,91.0,04:30:00,39.0,00:00:00
2024-12-24,B228,"PALMA, PUERTO",BALEARES,3,13.0,0.0,8.7,01:30:00,17.2,12:50:00,36,1.4,9.7,14:30,7.3,1025.0,22:00:00,1021.8,13:00:00,61.0,87.0,23:40:00,50.0,10:50:00
2024-12-25,B228,"PALMA, PUERTO",BALEARES,3,12.9,0.0,8.5,23:59:00,17.3,11:40:00,04,1.7,8.9,10:30,8.2,1028.3,21:00:00,1024.4,01:00:00,69.0,93.0,03:20:00,46.0,11:40:00
2024-12-26,B228,"PALMA, PUERTO",BALEARES,3,12.4,0.0,6.4,07:20:00,18.5,13:00:00,30,0.6,4.2,23:20,8.6,1029.1,,1026.8,14:00:00,61.0,82.0,00:10:00,32.0,11:40:00
2024-12-27,B228,"PALMA, PUERTO",BALEARES,3,11.9,0.0,8.0,02:50:00,15.8,12:30:00,05,1.4,6.9,11:40,1.3,1030.3,10:00:00,1028.3,14:00:00,72.0,87.0,02:50:00,60.0,09:50:00
2024-12-28,B228,"PALMA, PUERTO",BALEARES,3,12.0,0.0,7.2,05:50:00,16.7,12:30:00,23,0.8,3.9,15:10,8.1,1030.4,10:00:00,1027.6,,75.0,91.0,05:10:00,54.0,13:00:00
2024-12-29,B228,"PALMA, PUERTO",BALEARES,3,11.8,0.0,7.3,07:00:00,16.4,12:40:00,20,0.6,4.2,Varias,6.9,1029.6,23:00:00,1027.4,05:00:00,80.0,95.0,05:50:00,63.0,11:10:00
2024-12-30,B228,"PALMA, PUERTO",BALEARES,3,13.0,0.0,8.4,03:50:00,17.6,13:00:00,35,0.6,3.3,19:40,7.5,1030.5,10:00:00,1028.3,15:00:00,75.0,95.0,06:40:00,53.0,13:10:00
2024-12-31,B228,"PALMA, PUERTO",BALEARES,3,13.9,0.0,10.2,07:30:00,17.6,12:20:00,04,1.7,5.8,Varias,6.7,1030.3,10:00:00,1028.0,,70.0,85.0,07:30:00,57.0,13:10:00
2025-01-01,B228,"PALMA, PUERTO",BALEARES,3,15.0,0.0,11.2,23:59:00,18.8,13:10:00,06,1.7,6.1,11:00,7.1,1029.4,,1026.5,14:00:00,74.0,90.0,21:10:00,59.0,13:10:00
2025-01-02,B228,"PALMA, PUERTO",BALEARES,3,13.7,0.0,9.1,06:50:00,18.3,14:40:00,14,0.3,3.9,12:00,8.0,1027.1,09:00:00,1023.7,15:00:00,82.0,94.0,,61.0,16:30:00
2025-01-03,B228,"PALMA, PUERTO",BALEARES,3,14.1,0.0,10.3,00:10:00,17.9,12:50:00,23,0.6,7.5,14:20,6.8,1024.3,00:00:00,1019.2,15:00:00,73.0,94.0,,54.0,13:00:00
2025-01-04,B228,"PALMA, PUERTO",BALEARES,3,14.2,0.0,10.0,05:50:00,18.3,14:30:00,16,0.8,5.3,12:20,6.7,1021.5,10:00:00,1018.2,,75.0,94.0,,59.0,14:30:00
2025-01-05,B228,"PALMA, PUERTO",BALEARES,3,14.0,0.0,10.3,04:30:00,17.7,12:30:00,23,1.7,10.3,21:40,4.7,1018.2,00:00:00,1010.5,,80.0,98.0,06:40:00,55.0,12:20:00
2025-01-06,B228,"PALMA, PUERTO",BALEARES,3,16.4,4.2,14.3,23:10:00,18.5,10:20:00,23,2.2,9.4,12:50,2.0,1010.5,00:00:00,1004.8,14:00:00,78.0,86.0,17:20:00,56.0,23:59:00
2025-01-07,B228,"PALMA, PUERTO",BALEARES,3,14.6,0.0,11.3,07:10:00,18.0,13:20:00,33,1.1,8.1,01:00,8.4,1019.9,20:00:00,1009.6,00:00:00,55.0,66.0,23:50:00,39.0,11:30:00
2025-01-08,B228,"PALMA, PUERTO",BALEARES,3,16.2,0.0,13.8,02:30:00,18.5,11:40:00,23,2.5,8.9,12:20,6.7,1019.4,07:00:00,1014.9,,76.0,88.0,,56.0,11:40:00
2025-01-09,B228,"PALMA, PUERTO",BALEARES,3,17.9,0.0,13.9,23:30:00,21.9,14:00:00,25,1.9,10.3,01:30,7.5,1020.6,23:00:00,1014.6,03:00:00,59.0,84.0,00:00:00,42.0,14:10:00
2025-01-10,B228,"PALMA, PUERTO",BALEARES,3,17.4,0.0,14.1,00:20:00,20.8,10:40:00,23,1.4,7.8,12:10,8.2,1023.0,10:00:00,1019.8,02:00:00,68.0,85.0,22:10:00,49.0,02:00:00
2025-01-11,B228,"PALMA, PUERTO",BALEARES,3,15.8,0.1,11.4,03:50:00,20.3,12:10:00,35,1.1,10.8,22:10,1.5,1020.6,,1016.8,,75.0,95.0,05:30:00,52.0,12:10:00
2025-01-12,B228,"PALMA, PUERTO",BALEARES,3,10.8,0.0,6.9,23:50:00,14.7,10:50:00,06,2.8,11.1,12:40,7.1,1026.5,23:00:00,1020.6,00:00:00,58.0,81.0,00:10:00,42.0,13:30:00
2025-01-13,B228,"PALMA, PUERTO",BALEARES,3,10.0,0.0,6.9,00:20:00,13.2,11:40:00,35,2.8,9.7,12:50,7.7,1027.3,23:00:00,1024.8,,53.0,72.0,00:10:00,41.0,11:40:00
2025-01-14,B228,"PALMA, PUERTO",BALEARES,3,10.8,0.0,7.3,23:50:00,14.3,13:30:00,08,2.8,13.3,13:50,6.5,1028.2,23:00:00,1025.6,05:00:00,52.0,80.0,23:59:00,46.0,
2025-01-15,B228,"PALMA, PUERTO",BALEARES,3,10.2,0.0,5.5,06:00:00,14.8,,16,0.8,3.9,12:20,8.0,1027.7,00:00:00,1021.9,,66.0,84.0,04:30:00,49.0,14:40:00
2025-01-16,B228,"PALMA, PUERTO",BALEARES,3,11.6,1.9,8.3,00:00:00,15.0,10:50:00,05,2.2,15.3,14:20,1.4,1023.8,22:00:00,1020.0,05:00:00,69.0,81.0,17:30:00,56.0,10:30:00
2025-01-17,B228,"PALMA, PUERTO",BALEARES,3,12.6,0.3,9.6,01:50:00,15.7,14:30:00,05,2.2,14.2,14:40,6.0,1025.1,10:00:00,1022.8,14:00:00,76.0,88.0,07:10:00,56.0,23:50:00
2025-01-18,B228,"PALMA, PUERTO",BALEARES,3,13.5,6.3,11.4,08:00:00,15.6,12:50:00,35,1.7,8.1,01:30,3.5,1023.0,00:00:00,1019.3,,59.0,66.0,,50.0,19:00:00
2025-01-19,B228,"PALMA, PUERTO",BALEARES,3,11.4,1.3,8.5,23:50:00,14.2,13:30:00,36,2.5,10.0,11:00,4.5,1019.8,,1017.5,04:00:00,75.0,94.0,06:20:00,57.0,00:00:00
2025-01-20,B228,"PALMA, PUERTO",BALEARES,3,11.9,0.2,7.1,05:10:00,16.7,12:00:00,23,1.7,8.1,13:40,4.6,1019.7,00:00:00,1016.4,,80.0,94.0,07:00:00,65.0,13:00:00
2025-01-21,B228,"PALMA, PUERTO",BALEARES,3,15.7,0.0,13.3,00:10:00,18.1,12:20:00,19,1.1,5.3,03:50,1.2,1016.5,00:00:00,1013.2,15:00:00,81.0,94.0,23:50:00,71.0,11:30:00
2025-01-22,B228,"PALMA, PUERTO",BALEARES,3,14.8,0.0,11.2,06:50:00,18.4,13:00:00,21,1.4,5.8,14:00,2.2,1013.7,00:00:00,1010.7,15:00:00,83.0,98.0,06:30:00,71.0,23:20:00
2025-01-23,B228,"PALMA, PUERTO",BALEARES,3,16.4,0.0,10.7,06:40:00,22.1,13:10:00,20,0.8,6.4,10:50,7.6,1019.4,,1011.7,,71.0,94.0,02:20:00,44.0,13:50:00
2025-01-24,B228,"PALMA, PUERTO",BALEARES,3,16.0,0.0,10.4,04:40:00,21.6,13:10:00,21,0.6,5.8,12:00,5.5,1021.2,10:00:00,1018.2,22:00:00,81.0,98.0,09:00:00,54.0,13:10:00
2025-01-25,B228,"PALMA, PUERTO",BALEARES,3,15.0,0.0,11.2,07:40:00,18.7,14:20:00,19,1.4,6.7,12:40,7.5,1018.4,,1014.4,13:00:00,89.0,99.0,,69.0,16:30:00
2025-01-26,B228,"PALMA, PUERTO",BALEARES,3,14.2,0.0,10.1,07:20:00,18.2,12:30:00,21,1.7,7.2,16:30,5.7,1021.6,09:00:00,1016.7,,79.0,91.0,22:50:00,64.0,12:20:00
2025-01-27,B228,"PALMA, PUERTO",BALEARES,3,18.3,0.0,15.9,05:00:00,20.7,12:50:00,29,2.5,13.6,23:40,5.4,1016.7,00:00:00,1008.1,22:00:00,82.0,93.0,04:40:00,46.0,23:40:00
2025-01-28,B228,"PALMA, PUERTO",BALEARES,3,16.7,0.0,13.8,19:50:00,19.6,00:00:00,27,2.5,16.1,13:10,5.5,1019.6,,1009.9,00:00:00,54.0,61.0,02:00:00,36.0,
2025-01-29,B228,"PALMA, PUERTO",BALEARES,3,14.4,0.3,11.8,07:20:00,17.0,11:20:00,24,1.1,12.2,13:30,5.7,1020.9,08:00:00,1012.3,,64.0,84.0,23:40:00,46.0,00:00:00
2025-01-30,B228,"PALMA, PUERTO",BALEARES,3,14.1,0.0,10.8,20:40:00,17.4,11:20:00,31,1.1,7.8,13:50,7.8,1021.5,,1010.2,04:00:00,60.0,91.0,04:30:00,41.0,
2025-01-31,B228,"PALMA, PUERTO",BALEARES,3,12.6,0.0,9.6,05:20:00,15.6,12:10:00,01,1.9,10.6,11:00,3.7,1025.8,21:00:00,1021.3,02:00:00,66.0,82.0,05:10:00,51.0,11:10:00
