fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2026-05-21,1309C,"IBIAS, SAN ANTOLIN",ASTURIAS,780,21.8,0.0,14.1,01:37:00,29.6,14:46:00,26,4.2,13.1,14:50,,,,,,35.0,70.0,00:30:00,25.0,11:20:00
2026-05-21,2611D,VILLAFÁFILA,ZAMORA,690,20.2,0.0,9.8,05:05:00,30.7,14:45:00,21,2.8,13.3,14:00,,,,,,45.0,92.0,06:00:00,25.0,13:00:00
2026-05-21,4589X,"ALOSNO, THARSIS",HUELVA,276,25.0,0.0,16.6,05:06:00,33.5,15:03:00,10,4.7,10.0,08:00,,,,,,36.0,64.0,,22.0,14:50:00
2026-05-21,9947X,LA POBLA DE MASSALUCA,TARRAGONA,370,23.2,0.0,14.4,02:57:00,31.9,13:32:00,15,1.9,10.6,16:40,,,,,,41.0,83.0,03:10:00,27.0,12:10:00
2026-05-21,3209Y,BRIHUEGA,GUADALAJARA,835,20.0,0.0,11.5,03:55:00,28.6,15:28:00,,,,,,,,,,44.0,84.0,06:00:00,26.0,15:10:00
2026-05-21,3343Y,VALDEMORILLO,MADRID,884,22.6,0.0,14.4,05:30:00,30.7,15:35:00,06,1.4,6.9,07:10,,,,,,38.0,70.0,05:20:00,26.0,18:00:00
2026-05-21,3194Y,POZUELO DE ALARCÓN,MADRID,665,22.4,0.0,12.9,05:13:00,31.9,15:09:00,,,,,,,,,,32.0,75.0,01:40:00,21.0,18:00:00
2026-05-21,5165X,TORRES,JAEN,910,23.0,0.0,14.8,05:57:00,31.2,14:25:00,,,,,,,,,,31.0,56.0,07:10:00,18.0,
2026-05-21,9908X,LANAJA,HUESCA,380,23.2,0.0,14.4,04:03:00,31.9,17:26:00,21,1.9,6.1,21:10,,,,,,43.0,70.0,04:20:00,29.0,17:10:00
2026-05-21,9491X,ALMUDÉVAR,HUESCA,390,23.0,0.0,13.4,05:01:00,32.6,17:20:00,14,1.7,6.1,10:10,,,,,,44.0,78.0,05:00:00,27.0,15:50:00
2026-05-21,3536X,HOYOS,CACERES,560,22.8,0.0,15.0,03:36:00,30.5,16:22:00,14,1.4,6.4,12:20,,,,,,50.0,69.0,03:30:00,32.0,14:50:00
2026-05-21,1541B,VILLABLINO,LEON,958,17.4,0.0,5.3,05:05:00,29.5,14:48:00,20,1.4,10.8,11:10,,,,,,43.0,95.0,05:40:00,22.0,16:10:00
2026-05-21,4091Y,VILLARROBLEDO,ALBACETE,718,20.8,0.0,12.4,05:08:00,29.2,13:49:00,12,3.9,10.0,13:00,,,,,,34.0,71.0,06:20:00,17.0,16:50:00
2026-05-21,4499X,MONESTERIO,BADAJOZ,771,21.4,0.0,12.8,04:14:00,30.0,15:47:00,14,2.8,11.7,09:10,,,,,,31.0,75.0,04:30:00,23.0,15:30:00
2026-05-21,1521X,BECERREÁ,LUGO,1080,20.8,0.0,16.6,01:47:00,25.1,14:08:00,19,2.5,9.2,10:20,,,,,,44.0,58.0,21:40:00,38.0,11:10:00
2026-05-21,3125Y,SAN SEBASTIÁN DE LOS REYES,MADRID,672,23.4,0.0,14.2,04:49:00,32.7,15:21:00,,,,,,,,,,30.0,67.0,03:20:00,18.0,18:00:00
2026-05-21,7067Y,NERPIO,ALBACETE,1485,13.6,0.0,5.6,23:56:00,21.7,14:23:00,,,,,,,,,,29.0,78.0,23:30:00,25.0,12:50:00
2026-05-21,C656V,TEROR,LAS PALMAS,683,15.4,0.0,8.7,06:10:00,22.0,15:11:00,29,2.8,13.1,20:30,,,,,,87.0,100.0,,73.0,15:20:00
2026-05-21,C018J,TÍAS,LAS PALMAS,376,20.6,0.0,15.4,06:19:00,25.9,13:52:00,32,4.2,10.0,21:10,,,,,,72.0,95.0,05:40:00,51.0,13:00:00
2026-05-21,6040X,CORTES DE LA FRONTERA,MALAGA,315,20.4,0.0,13.0,05:33:00,27.8,13:42:00,16,0.8,6.4,11:00,,,,,,43.0,72.0,06:40:00,27.0,10:10:00
2026-05-21,5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275,24.8,0.0,14.5,04:50:00,35.1,14:43:00,22,1.1,6.1,19:40,,,,,,26.0,54.0,05:30:00,18.0,13:50:00
2026-05-21,8245Y,MIRA,CUENCA,815,18.4,0.0,6.7,04:49:00,30.1,13:42:00,,,,,,,,,,38.0,97.0,05:30:00,21.0,14:10:00
2026-05-21,3386A,NAVALVILLAR DE IBOR,CACERES,923,22.4,0.0,15.8,05:32:00,28.9,14:42:00,14,0.8,6.9,12:50,,,,,,37.0,57.0,06:40:00,26.0,15:20:00
2026-05-21,C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474,18.8,0.0,14.2,02:54:00,23.4,16:44:00,08,4.4,8.3,10:20,,,,,,32.0,44.0,,23.0,22:50:00
2026-05-21,8354X,ALBARRACÍN,TERUEL,1130,19.5,0.0,10.2,04:54:00,28.8,16:01:00,18,2.5,7.2,18:10,,,,,,41.0,79.0,05:00:00,27.0,15:30:00
